,Year,Month,Best CPH Country (Dep),OnCounty,Best CPH Country (Dest),OffCounty,Movements,Animals
56750,2023,6,England,HUMBERSIDE,England,DERBYSHIRE,2,51
56751,2023,6,England,HUMBERSIDE,England,DURHAM,2,124
56753,2023,6,England,HUMBERSIDE,England,LANCASHIRE,1,26
56757,2023,6,England,HUMBERSIDE,England,NORTH YORKSHIRE,179,"3,651"
56758,2023,6,England,HUMBERSIDE,England,SOUTH YORKSHIRE,2,8
56759,2023,6,England,HUMBERSIDE,England,WEST YORKSHIRE,9,131
56768,2023,6,England,KENT,England,CORNWALL,2,8
56773,2023,6,England,KENT,England,HEREFORD & WORCESTER,4,28
56779,2023,6,England,KENT,England,WARWICKSHIRE,3,313
56802,2023,6,England,LEICESTER,England,CUMBRIA,5,362
56803,2023,6,England,LEICESTER,England,DERBYSHIRE,51,"1,916"
56805,2023,6,England,LEICESTER,England,HEREFORD & WORCESTER,7,62
56807,2023,6,England,LEICESTER,England,LANCASHIRE,1,112
56812,2023,6,England,LEICESTER,England,NORTHUMBERLAND,1,2
56813,2023,6,England,LEICESTER,England,NORTH YORKSHIRE,3,536
56814,2023,6,England,LEICESTER,England,NOTTINGHAMSHIRE,8,200
56816,2023,6,England,LEICESTER,England,SHROPSHIRE,23,"2,009"
56817,2023,6,England,LEICESTER,England,STAFFORDSHIRE,37,927
56819,2023,6,England,LEICESTER,England,WARWICKSHIRE,71,"3,932"
56820,2023,6,England,LEICESTER,England,WEST MIDLANDS,4,595
56821,2023,6,England,LEICESTER,England,WEST YORKSHIRE,1,7
56822,2023,6,England,LEICESTER,England,WILTSHIRE,2,5
56823,2023,6,England,LEICESTER,Unknown,UNKNOWN,49,"1,108"
56824,2023,6,England,LEICESTER,Wales,CLWYD,3,336
56825,2023,6,England,LEICESTER,Wales,DYFED,3,309
56826,2023,6,England,LEICESTER,Wales,MID GLAMORGAN,1,43
56827,2023,6,England,LEICESTER,Wales,POWYS (NORTH & SOUTH),20,"2,184"
56829,2023,6,England,LINCOLNSHIRE,England,CHESHIRE,1,7
56830,2023,6,England,LINCOLNSHIRE,England,CUMBRIA,1,249
